atk,df,hp,spAtk,spDf,spd,中文名稱,全國編號,初始親密,夢特1,孵化步數,屬性,性別比例,捕捉機率,日文名稱,特性1,特性2,總經驗值,英文名稱,蛋組,身高,進化0,進化1,阿羅拉,體重,屬性1,屬性2
35.0,70.0,25.0,95.0,55.0,45.0,小磁怪,81.0,70,分析,5120.0,電 / 鋼,沒有性別,190.0,コイル,結實,磁力,1000000.0,Magnemite,礦物類,"0.3m / 1'00""",081小磁怪→082三合一磁怪進化條件：Level 30,082三合一磁怪→462自爆磁怪進化條件：於地點「波尼大峽谷」升級,47,6kg / 13.2lbs,電 , 鋼
60.0,95.0,50.0,120.0,70.0,70.0,三合一磁怪,82.0,70,分析,5120.0,電 / 鋼,沒有性別,60.0,レアコイル,結實,磁力,1000000.0,Magneton,礦物類,"1m / 3'03""",081小磁怪→082三合一磁怪進化條件：Level 30,082三合一磁怪→462自爆磁怪進化條件：於地點「波尼大峽谷」升級,48,60kg / 132.3lbs,電 , 鋼
90.0,55.0,52.0,58.0,62.0,60.0,大蔥鴨,83.0,70,不服輸,5120.0,普 / 飛,♂ 1 : ♀ 1,45.0,カモネギ,精神力,銳利目光,1000000.0,Farfetch'd,飛行類 / 陸上類,"0.8m / 2'07""",,,---,15kg / 33.1lbs,普 , 飛
85.0,45.0,35.0,35.0,35.0,75.0,嘟嘟,84.0,70,蹣跚,5120.0,普 / 飛,♂ 1 : ♀ 1,190.0,ドードー,早起,逃跑,1000000.0,Doduo,飛行類,"1.4m / 4'07""",084嘟嘟→085嘟嘟利進化條件：Level 31,,---,39.2kg / 86.4lbs,普 , 飛
110.0,70.0,60.0,60.0,60.0,110.0,嘟嘟利,85.0,70,蹣跚,5120.0,普 / 飛,♂ 1 : ♀ 1,45.0,ドードリオ,早起,逃跑,1000000.0,Dodrio,飛行類,"1.8m / 5'11""",084嘟嘟→085嘟嘟利進化條件：Level 31,,---,85.2kg / 187.8lbs,普 , 飛
45.0,55.0,65.0,45.0,70.0,45.0,小海獅,86.0,70,冰凍之軀,5120.0,水,♂ 1 : ♀ 1,190.0,パウワウ,厚脂肪,濕潤之軀,1000000.0,Seel,水中類1 / 陸上類,"1.1m / 3'07""",086小海獅→087白海獅進化條件：Level 34,,---,90kg / 198.4lbs,水,
70.0,80.0,90.0,70.0,95.0,70.0,白海獅,87.0,70,冰凍之軀,5120.0,水 / 冰,♂ 1 : ♀ 1,75.0,ジュゴン,厚脂肪,濕潤之軀,1000000.0,Dewgong,水中類1 / 陸上類,"1.7m / 5'07""",086小海獅→087白海獅進化條件：Level 34,,---,120kg / 264.6lbs,水 , 冰
80.0,50.0,80.0,40.0,50.0,25.0,臭泥,88.0,70,沒有隱藏特性,5120.0,毒,♂ 1 : ♀ 1,190.0,ベトベター,惡臭,,1000000.0,Grimer,不定形類,"0.9m / 0.7m / 2'11"" / 2'04""",088臭泥→089臭臭泥進化條件：Level 38,,50,30.0kg / 42.0kg / 66.1lbs / 92.6lbs,毒,
105.0,75.0,105.0,65.0,100.0,50.0,臭臭泥,89.0,70,沒有隱藏特性,5120.0,毒,♂ 1 : ♀ 1,75.0,ベトベトン,惡臭,,1000000.0,Muk,不定形類,"1.2m / 1.0m / 3'11"" / 3'03""",088臭泥→089臭臭泥進化條件：Level 38,,51,30.0kg / 52.0kg / 66.1lbs / 114.6lbs,毒,
65.0,100.0,30.0,45.0,25.0,40.0,大舌貝,90.0,70,防塵,5120.0,水,♂ 1 : ♀ 1,190.0,シェルダー,硬殼盔甲,連續攻擊,1250000.0,Shellder,,"0.3m / 1'00""",,,115,4kg / 8.8lbs,水,
95.0,180.0,50.0,85.0,45.0,70.0,刺甲貝,91.0,70,防塵,5120.0,水 / 冰,♂ 1 : ♀ 1,60.0,パルシェン,硬殼盔甲,連續攻擊,1250000.0,Cloyster,,"1.5m / 4'11""",撞擊基礎水炮基礎破殼基礎毒菱基礎,縮入殼中基礎超音波基礎守住基礎極光束Lv13,116,132.5kg / 292.1lbs,水 , 冰
35.0,30.0,30.0,100.0,35.0,80.0,鬼斯,92.0,70,沒有隱藏特性,5120.0,鬼 / 毒,♂ 1 : ♀ 1,190.0,ゴース,飄浮,,1059860.0,Gastly,不定形類,"1.3m / 4'03""",092鬼斯→093鬼斯通進化條件：Level 25,093鬼斯通→094耿鬼進化條件：通信進化,61,0.1kg / 0.2lbs,鬼 , 毒
50.0,45.0,45.0,115.0,55.0,95.0,鬼斯通,93.0,70,沒有隱藏特性,5120.0,鬼 / 毒,♂ 1 : ♀ 1,90.0,ゴースト,飄浮,,1059860.0,Haunter,不定形類,"1.6m / 5'03""",092鬼斯→093鬼斯通進化條件：Level 25,093鬼斯通→094耿鬼進化條件：通信進化,62,0.1kg / 0.2lbs,鬼 , 毒
65.0,60.0,60.0,130.0,75.0,110.0,耿鬼,94.0,70,沒有隱藏特性,5120.0,鬼 / 毒,♂ 1 : ♀ 1,45.0,ゲンガー,詛咒之軀,,1059860.0,Gengar,不定形類,"1.5m / 4'11""",092鬼斯→093鬼斯通進化條件：Level 25,093鬼斯通→094耿鬼進化條件：通信進化,63,40.5kg / 89.3lbs,鬼 , 毒
45.0,160.0,35.0,30.0,45.0,70.0,大岩蛇,95.0,70,碎裂鎧甲,6400.0,岩 / 地,♂ 1 : ♀ 1,45.0,イワーク,結實,堅硬腦袋,1000000.0,Onix,礦物類,"8.8m / 28'10""",,,---,210kg / 463lbs,岩 , 地
48.0,45.0,60.0,43.0,90.0,42.0,催眠貘,96.0,70,精神力,5120.0,超,♂ 1 : ♀ 1,190.0,スリープ,不眠,預知夢,1000000.0,Drowzee,人型類,"1m / 3'03""",096催眠貘→097引夢貘人進化條件：Level 26,,54,32.4kg / 71.4lbs,超,
73.0,70.0,85.0,73.0,115.0,67.0,引夢貘人,97.0,70,精神力,5120.0,超,♂ 1 : ♀ 1,75.0,スリーパー,不眠,預知夢,1000000.0,Hypno,人型類,"1.6m / 5'03""",096催眠貘→097引夢貘人進化條件：Level 26,,55,75.6kg / 166.7lbs,超,
105.0,90.0,30.0,25.0,25.0,50.0,大鉗蟹,98.0,70,強行,5120.0,水,♂ 1 : ♀ 1,225.0,クラブ,怪力鉗,硬殼盔甲,1000000.0,Krabby,水中類3,"0.4m / 1'04""",098大鉗蟹→099巨鉗蟹進化條件：Level 28,,---,6.5kg / 14.3lbs,水,
130.0,115.0,55.0,50.0,50.0,75.0,巨鉗蟹,99.0,70,強行,5120.0,水,♂ 1 : ♀ 1,60.0,キングラー,怪力鉗,硬殼盔甲,1000000.0,Kingler,水中類3,"1.3m / 4'03""",098大鉗蟹→099巨鉗蟹進化條件：Level 28,,---,60kg / 132.3lbs,水,
30.0,50.0,40.0,55.0,55.0,100.0,霹靂電球,100.0,70,引爆,5120.0,電,沒有性別,190.0,ビリリダマ,靜電,,1000000.0,Voltorb,礦物類,"0.5m / 1'08""",100霹靂電球→101頑皮雷彈進化條件：Level 30,,---,10.4kg / 22.9lbs,電,
50.0,70.0,60.0,80.0,80.0,150.0,頑皮雷彈,101.0,70,引爆,5120.0,電,沒有性別,60.0,マルマイン,靜電,,1000000.0,Electrode,礦物類,"1.2m / 3'11""",100霹靂電球→101頑皮雷彈進化條件：Level 30,,---,66.6kg / 146.8lbs,電,
40.0,80.0,60.0,60.0,45.0,40.0,蛋蛋,102.0,70,收穫,5120.0,草 / 超,♂ 1 : ♀ 1,90.0,タマタマ,葉綠素,,1250000.0,Exeggcute,植物類,"0.4m / 1'04""",,,269,2.5kg / 5.5lbs,草 , 超
95.0,85.0,95.0,125.0,75.0,55.0,椰蛋樹,103.0,70,沒有隱藏特性,5120.0,草 / 超,♂ 1 : ♀ 1,45.0,ナッシー,葉綠素,收穫,1250000.0,Exeggutor,植物類,"2.0m / 10.9m / 6'07"" / 35'09""",,,270,120.0kg / 415.6kg / 264.6lbs / 916.2lbs,草 , 超
50.0,95.0,50.0,40.0,50.0,35.0,卡拉卡拉,104.0,70,戰鬥盔甲,5120.0,地,♂ 1 : ♀ 1,190.0,カラカラ,堅硬腦袋,,1000000.0,Cubone,怪獸類,"0.4m / 1'04""",,,163,6.5kg / 14.3lbs,地,
80.0,110.0,60.0,50.0,80.0,45.0,嘎啦嘎啦,105.0,70,沒有隱藏特性,5120.0,地,♂ 1 : ♀ 1,75.0,ガラガラ,堅硬腦袋,,1000000.0,Marowak,怪獸類,"1.0m / 1.0m / 3'03"" / 3'03""",,,164,45.0kg / 34.0kg / 99.2lbs / 75.0lbs,地,
120.0,53.0,50.0,35.0,110.0,87.0,飛腿郎,106.0,70,輕裝,6400.0,格,♂ 1 : ♀ 0,45.0,サワムラー,柔軟,捨身,1000000.0,Hitmonlee,人型類,"1.5m / 4'11""",,,---,49.8kg / 109.8lbs,格,
105.0,79.0,50.0,35.0,110.0,76.0,快拳郎,107.0,70,精神力,6400.0,格,♂ 1 : ♀ 0,45.0,エビワラー,銳利目光,,1000000.0,Hitmonchan,人型類,"1.4m / 4'07""",,,---,50.2kg / 110.7lbs,格,
55.0,75.0,90.0,60.0,75.0,30.0,大舌頭,108.0,70,無關天氣,5120.0,普,♂ 1 : ♀ 1,45.0,ベロリンガ,遲鈍,我行我素,1000000.0,Lickitung,怪獸類,"1.2m / 3'11""",,,---,65.5kg / 144.4lbs,普,
65.0,95.0,40.0,60.0,45.0,35.0,瓦斯彈,109.0,70,沒有隱藏特性,5120.0,毒,♂ 1 : ♀ 1,190.0,ドガース,飄浮,,1000000.0,Koffing,不定形類,"0.6m / 2'00""",109瓦斯彈→110雙彈瓦斯進化條件：Level 35,,---,1kg / 2.2lbs,毒,
90.0,120.0,65.0,85.0,70.0,60.0,雙彈瓦斯,110.0,70,沒有隱藏特性,5120.0,毒,♂ 1 : ♀ 1,60.0,マタドガス,飄浮,,1000000.0,Weezing,不定形類,"1.2m / 3'11""",109瓦斯彈→110雙彈瓦斯進化條件：Level 35,,---,9.5kg / 20.9lbs,毒,
85.0,95.0,80.0,30.0,30.0,25.0,獨角犀牛,111.0,70,捨身,5120.0,地 / 岩,♂ 1 : ♀ 1,120.0,サイホーン,堅硬腦袋,,1250000.0,Rhyhorn,怪獸類 / 陸上類,"1m / 3'03""",111獨角犀牛→112鑽角犀獸進化條件：Level 42,112鑽角犀獸→464超甲狂犀進化條件：裝備「護具」時通信進化,---,115kg / 253.5lbs,地 , 岩
130.0,120.0,105.0,45.0,45.0,40.0,鑽角犀獸,112.0,70,捨身,5120.0,地 / 岩,♂ 1 : ♀ 1,60.0,サイドン,堅硬腦袋,,1250000.0,Rhydon,怪獸類 / 陸上類,"1.9m / 6'03""",111獨角犀牛→112鑽角犀獸進化條件：Level 42,112鑽角犀獸→464超甲狂犀進化條件：裝備「護具」時通信進化,---,120kg / 264.6lbs,地 , 岩
5.0,5.0,250.0,35.0,105.0,50.0,吉利蛋,113.0,140,治癒之心,10240.0,普,♂ 0 : ♀ 1,30.0,ラッキー,自然回復,天恩,800000.0,Chansey,妖精類,"1.1m / 3'07""",440小福蛋→113吉利蛋進化條件：裝備「渾圓之石」時於日間升級,113吉利蛋→242幸福蛋進化條件：親密度220或以上時升級,33,34.6kg / 76.3lbs,普,
55.0,115.0,65.0,100.0,40.0,60.0,蔓藤怪,114.0,70,再生力,5120.0,草,♂ 1 : ♀ 1,45.0,モンジャラ,葉綠素,葉子防守,1000000.0,Tangela,植物類,"1m / 3'03""",,,---,35kg / 77.2lbs,草,
95.0,80.0,105.0,40.0,80.0,90.0,袋獸,115.0,70,精神力,5120.0,普,♂ 0 : ♀ 1,45.0,ガルーラ,早起,膽量,1000000.0,Kangaskhan,怪獸類,"2.2m / 7'03""",,,165,80kg / 176.4lbs,普,
40.0,70.0,30.0,70.0,25.0,60.0,墨海馬,116.0,70,濕氣,5120.0,水,♂ 1 : ♀ 1,225.0,タッツー,悠游自如,狙擊手,1000000.0,Horsea,水中類1 / 龍類,"0.4m / 1'04""",116墨海馬→117海刺龍進化條件：Level 32,117海刺龍→230刺龍王進化條件：裝備「龍之鱗片」時通信進化,---,8kg / 17.6lbs,水,
65.0,95.0,55.0,95.0,45.0,85.0,海刺龍,117.0,70,濕氣,5120.0,水,♂ 1 : ♀ 1,75.0,シードラ,毒刺,狙擊手,1000000.0,Seadra,水中類1 / 龍類,"1.2m / 3'11""",116墨海馬→117海刺龍進化條件：Level 32,117海刺龍→230刺龍王進化條件：裝備「龍之鱗片」時通信進化,---,25kg / 55.1lbs,水,
67.0,60.0,45.0,35.0,50.0,63.0,角金魚,118.0,70,沒有隱藏特性,5120.0,水,♂ 1 : ♀ 1,225.0,トサキント,悠游自如,水幕,1000000.0,Goldeen,水中類2,"0.6m / 2'00""",118角金魚→119金魚王進化條件：Level 33,,153,15kg / 33.1lbs,水,
92.0,65.0,80.0,65.0,80.0,68.0,金魚王,119.0,70,沒有隱藏特性,5120.0,水,♂ 1 : ♀ 1,60.0,アズマオウ,悠游自如,水幕,1000000.0,Seaking,水中類2,"1.3m / 4'03""",118角金魚→119金魚王進化條件：Level 33,,154,39kg / 86lbs,水,
45.0,55.0,30.0,70.0,55.0,85.0,海星星,120.0,70,分析,5120.0,水,沒有性別,225.0,ヒトデマン,自然回復,發光,1250000.0,Staryu,,"0.8m / 2'07""",,,184,34.5kg / 76.1lbs,水,
75.0,85.0,60.0,100.0,85.0,115.0,寶石海星,121.0,70,分析,5120.0,水 / 超,沒有性別,60.0,スターミー,自然回復,發光,1250000.0,Starmie,,"1.1m / 3'07""",撞擊基礎水炮基礎聚光燈基礎水槍基礎,高速旋轉基礎自我再生基礎高速星星Lv40奇異之光,185,80kg / 176.4lbs,水 , 超
45.0,65.0,40.0,100.0,120.0,90.0,魔牆人偶,122.0,70,技術高手,6400.0,超 / 妖,♂ 1 : ♀ 1,45.0,バリヤード,隔音,過濾,1000000.0,Mr. Mime,人型類,"1.3m / 4'03""",撓癢基礎薄霧場地基礎魔法葉基礎快速防守基礎,廣域防守基礎力量互換基礎防守互換基礎屏障基礎,---,54.5kg / 120.2lbs,超 , 妖
110.0,80.0,70.0,55.0,80.0,105.0,飛天螳螂,123.0,70,不屈之心,6400.0,蟲 / 飛,♂ 1 : ♀ 1,45.0,ストライク,蟲之預感,技術高手,1000000.0,Scyther,昆蟲類,"1.5m / 4'11""",,,275,56kg / 123.5lbs,蟲 , 飛
50.0,35.0,65.0,115.0,95.0,95.0,迷唇姐,124.0,70,乾燥皮膚,6400.0,冰 / 超,♂ 0 : ♀ 1,45.0,ルージュラ,遲鈍,預知夢,1000000.0,Jynx,人型類,"1.4m / 4'07""",238迷唇娃→124迷唇姐進化條件：Level 30,,---,40.6kg / 89.5lbs,冰 , 超
83.0,57.0,65.0,95.0,85.0,105.0,電擊獸,125.0,70,幹勁,6400.0,電,♂ 3 : ♀ 1,45.0,エレブー,靜電,,1000000.0,Electabuzz,人型類,"1.1m / 3'07""",239電擊怪→125電擊獸進化條件：Level 30,125電擊獸→466電擊魔獸進化條件：裝備「電力增幅器」時通信進化,227,30kg / 66.1lbs,電,
95.0,57.0,65.0,100.0,85.0,93.0,鴨嘴火獸,126.0,70,幹勁,6400.0,火,♂ 3 : ♀ 1,45.0,ブーバー,火焰之軀,,1000000.0,Magmar,人型類,"1.3m / 4'03""",240鴨嘴寶寶→126鴨嘴火獸進化條件：Level 30,126鴨嘴火獸→467鴨嘴炎獸進化條件：裝備「熔岩增幅器」時通信進化,167,44.5kg / 98.1lbs,火,
125.0,100.0,65.0,55.0,70.0,85.0,凱羅斯,127.0,70,自信過度,6400.0,蟲,♂ 1 : ♀ 1,45.0,カイロス,怪力鉗,破格,1250000.0,Pinsir,昆蟲類,"1.5m / 4'11""",,,175,55kg / 121.3lbs,蟲,
100.0,95.0,75.0,40.0,70.0,110.0,肯泰羅,128.0,70,強行,5120.0,普,♂ 1 : ♀ 0,45.0,ケンタロス,威嚇,,1250000.0,Tauros,陸上類,"1.4m / 4'07""",,,137,88.4kg / 194.9lbs,普,
10.0,55.0,20.0,15.0,20.0,80.0,鯉魚王,129.0,70,膽怯,1280.0,水,♂ 1 : ♀ 1,255.0,コイキング,悠游自如,,1250000.0,Magikarp,水中類2 / 龍類,"0.9m / 2'11""",129鯉魚王→130暴鯉龍進化條件：Level 20,,91,10kg / 22lbs,水,
125.0,79.0,95.0,60.0,100.0,81.0,暴鯉龍,130.0,70,自信過度,1280.0,水 / 飛,♂ 1 : ♀ 1,45.0,ギャラドス,威嚇,,1250000.0,Gyarados,水中類2 / 龍類,"6.5m / 21'04""",129鯉魚王→130暴鯉龍進化條件：Level 20,,92,235kg / 518.1lbs,水 , 飛
85.0,80.0,130.0,85.0,95.0,60.0,拉普拉斯,131.0,70,濕潤之軀,10240.0,水 / 冰,♂ 1 : ♀ 1,45.0,ラプラス,儲水,硬殼盔甲,1250000.0,Lapras,怪獸類 / 水中類1,"2.5m / 8'02""",,,268,220kg / 485lbs,水 , 冰
48.0,48.0,48.0,48.0,48.0,48.0,百變怪,132.0,70,變身者,5120.0,普,沒有性別,35.0,メタモン,柔軟,,1000000.0,Ditto,,"0.3m / 1'00""",,,209,4kg / 8.8lbs,普,
55.0,50.0,55.0,45.0,65.0,55.0,伊布,133.0,70,危險預知,8960.0,普,♂ 7 : ♀ 1,45.0,イーブイ,逃跑,適應力,1000000.0,Eevee,陸上類,"0.3m / 1'00""",,,123,6.5kg / 14.3lbs,普,
65.0,60.0,130.0,110.0,95.0,65.0,水伊布,134.0,70,濕潤之軀,8960.0,水,♂ 7 : ♀ 1,45.0,シャワーズ,儲水,,1000000.0,Vaporeon,陸上類,"1m / 3'03""",,,124,29kg / 63.9lbs,水,
65.0,60.0,65.0,110.0,95.0,130.0,雷伊布,135.0,70,飛毛腿,8960.0,電,♂ 7 : ♀ 1,45.0,サンダース,蓄電,,1000000.0,Jolteon,陸上類,"0.8m / 2'07""",,,125,24.5kg / 54lbs,電,
130.0,60.0,65.0,95.0,110.0,65.0,火伊布,136.0,70,毅力,8960.0,火,♂ 7 : ♀ 1,45.0,ブースター,引火,,1000000.0,Flareon,陸上類,"0.9m / 2'11""",,,126,25kg / 55.1lbs,火,
60.0,70.0,65.0,85.0,75.0,40.0,多邊獸,137.0,70,分析,5120.0,普,沒有性別,45.0,ポリゴン,複製,下載,1000000.0,Porygon,礦物類,"0.8m / 2'07""",,,217,36.5kg / 80.5lbs,普,
40.0,100.0,35.0,90.0,55.0,35.0,菊石獸,138.0,70,碎裂鎧甲,7680.0,岩 / 水,♂ 7 : ♀ 1,45.0,オムナイト,悠游自如,硬殼盔甲,1000000.0,Omanyte,水中類1 / 水中類3,"0.4m / 1'04""",138菊石獸→139多刺菊石獸進化條件：Level 40,,---,7.5kg / 16.5lbs,岩 , 水
60.0,125.0,70.0,115.0,70.0,55.0,多刺菊石獸,139.0,70,碎裂鎧甲,7680.0,岩 / 水,♂ 7 : ♀ 1,45.0,オムスター,悠游自如,硬殼盔甲,1000000.0,Omastar,水中類1 / 水中類3,"1m / 3'03""",138菊石獸→139多刺菊石獸進化條件：Level 40,,---,35kg / 77.2lbs,岩 , 水
80.0,90.0,30.0,55.0,45.0,55.0,化石盔,140.0,70,碎裂鎧甲,7680.0,岩 / 水,♂ 7 : ♀ 1,45.0,カブト,戰鬥盔甲,悠游自如,1000000.0,Kabuto,水中類1 / 水中類3,"0.5m / 1'08""",140化石盔→141鐮刀盔進化條件：Level 40,,---,11.5kg / 25.4lbs,岩 , 水
115.0,105.0,60.0,65.0,70.0,80.0,鐮刀盔,141.0,70,碎裂鎧甲,7680.0,岩 / 水,♂ 7 : ♀ 1,45.0,カブトプス,戰鬥盔甲,悠游自如,1000000.0,Kabutops,水中類1 / 水中類3,"1.3m / 4'03""",140化石盔→141鐮刀盔進化條件：Level 40,,---,40.5kg / 89.3lbs,岩 , 水
105.0,65.0,80.0,60.0,75.0,130.0,化石翼龍,142.0,70,緊張感,8960.0,岩 / 飛,♂ 7 : ♀ 1,45.0,プテラ,壓迫感,,1250000.0,Aerodactyl,飛行類,"1.8m / 5'11""",,,284,59kg / 130.1lbs,岩 , 飛
110.0,65.0,160.0,65.0,110.0,30.0,卡比獸,143.0,70,貪吃鬼,10240.0,普,♂ 7 : ♀ 1,25.0,カビゴン,免疫,厚脂肪,1250000.0,Snorlax,怪獸類,"2.1m / 6'11""",446小卡比獸→143卡比獸進化條件：親密度220或以上時升級,,36,460kg / 1014.1lbs,普,
85.0,100.0,90.0,95.0,125.0,85.0,急凍鳥,144.0,35,雪隱,20480.0,冰 / 飛,沒有性別,3.0,フリーザー,壓迫感,,1250000.0,Articuno,,"1.7m / 5'07""",,,---,55.4kg / 122.1lbs,冰 , 飛
90.0,85.0,90.0,125.0,90.0,100.0,閃電鳥,145.0,35,靜電,20480.0,電 / 飛,沒有性別,3.0,サンダー,壓迫感,,1250000.0,Zapdos,,"1.6m / 5'03""",,,---,52.6kg / 116lbs,電 , 飛
100.0,90.0,90.0,125.0,85.0,90.0,火焰鳥,146.0,35,火焰之軀,20480.0,火 / 飛,沒有性別,3.0,ファイヤー,壓迫感,,1250000.0,Moltres,,"2m / 6'07""",,,---,60kg / 132.3lbs,火 , 飛
64.0,45.0,41.0,50.0,50.0,50.0,迷你龍,147.0,35,神奇鱗片,10240.0,龍,♂ 1 : ♀ 1,45.0,ミニリュウ,蛻皮,,1250000.0,Dratini,水中類1 / 龍類,"1.8m / 5'11""",147迷你龍→148哈克龍進化條件：Level 30,148哈克龍→149快龍進化條件：Level 55,281,3.3kg / 7.3lbs,龍,
84.0,65.0,61.0,70.0,70.0,70.0,哈克龍,148.0,35,神奇鱗片,10240.0,龍,♂ 1 : ♀ 1,45.0,ハクリュー,蛻皮,,1250000.0,Dragonair,水中類1 / 龍類,"4m / 13'01""",147迷你龍→148哈克龍進化條件：Level 30,148哈克龍→149快龍進化條件：Level 55,282,16.5kg / 36.4lbs,龍,
134.0,95.0,91.0,100.0,100.0,80.0,快龍,149.0,35,多重鱗片,10240.0,龍 / 飛,♂ 1 : ♀ 1,45.0,カイリュー,精神力,,1250000.0,Dragonite,水中類1 / 龍類,"2.2m / 7'03""",147迷你龍→148哈克龍進化條件：Level 30,148哈克龍→149快龍進化條件：Level 55,283,210kg / 463lbs,龍 , 飛
110.0,90.0,106.0,154.0,90.0,130.0,超夢,150.0,未有資料,緊張感,30720.0,超,沒有性別,3.0,ミュウツー,壓迫感,,1250000.0,Mewtwo,,"2m / 6'07""",,,---,122kg / 269lbs,超,
100.0,100.0,100.0,100.0,100.0,100.0,夢幻,151.0,100,沒有隱藏特性,30720.0,超,沒有性別,45.0,ミュウ,同步,,1059860.0,Mew,,"0.4m / 1'04""",,,---,4kg / 8.8lbs,超,
49.0,65.0,45.0,49.0,65.0,45.0,菊草葉,152.0,70,葉子防守,5120.0,草,♂ 7 : ♀ 1,45.0,チコリータ,茂盛,,1059860.0,Chikorita,怪獸類 / 植物類,"0.9m / 2'11""",152菊草葉→153月桂葉進化條件：Level 16,153月桂葉→154大竺葵進化條件：Level 32,---,6.4kg / 14.1lbs,草,
62.0,80.0,60.0,63.0,80.0,60.0,月桂葉,153.0,70,葉子防守,5120.0,草,♂ 7 : ♀ 1,45.0,ベイリーフ,茂盛,,1059860.0,Bayleef,怪獸類 / 植物類,"1.2m / 3'11""",152菊草葉→153月桂葉進化條件：Level 16,153月桂葉→154大竺葵進化條件：Level 32,---,15.8kg / 34.8lbs,草,
82.0,100.0,80.0,83.0,100.0,80.0,大竺葵,154.0,70,葉子防守,5120.0,草,♂ 7 : ♀ 1,45.0,メガニウム,茂盛,,1059860.0,Meganium,怪獸類 / 植物類,"1.8m / 5'11""",152菊草葉→153月桂葉進化條件：Level 16,153月桂葉→154大竺葵進化條件：Level 32,---,100.5kg / 221.6lbs,草,
52.0,43.0,39.0,60.0,50.0,65.0,火球鼠,155.0,70,引火,5120.0,火,♂ 7 : ♀ 1,45.0,ヒノアラシ,猛火,,1059860.0,Cyndaquil,陸上類,"0.5m / 1'08""",155火球鼠→156火岩鼠進化條件：Level 14,156火岩鼠→157火暴獸進化條件：Level 36,---,7.9kg / 17.4lbs,火,
64.0,58.0,58.0,80.0,65.0,80.0,火岩鼠,156.0,70,引火,5120.0,火,♂ 7 : ♀ 1,45.0,マグマラシ,猛火,,1059860.0,Quilava,陸上類,"0.9m / 2'11""",155火球鼠→156火岩鼠進化條件：Level 14,156火岩鼠→157火暴獸進化條件：Level 36,---,19kg / 41.9lbs,火,
84.0,78.0,78.0,109.0,85.0,100.0,火暴獸,157.0,70,引火,5120.0,火,♂ 7 : ♀ 1,45.0,バクフーン,猛火,,1059860.0,Typhlosion,陸上類,"1.7m / 5'07""",155火球鼠→156火岩鼠進化條件：Level 14,156火岩鼠→157火暴獸進化條件：Level 36,---,79.5kg / 175.3lbs,火,
65.0,64.0,50.0,44.0,48.0,43.0,小鋸鱷,158.0,70,強行,5120.0,水,♂ 7 : ♀ 1,45.0,ワニノコ,激流,,1059860.0,Totodile,怪獸類 / 水中類1,"0.6m / 2'00""",158小鋸鱷→159藍鱷進化條件：Level 18,159藍鱷→160大力鱷進化條件：Level 30,---,9.5kg / 20.9lbs,水,
80.0,80.0,65.0,59.0,63.0,58.0,藍鱷,159.0,70,強行,5120.0,水,♂ 7 : ♀ 1,45.0,アリゲイツ,激流,,1059860.0,Croconaw,怪獸類 / 水中類1,"1.1m / 3'07""",158小鋸鱷→159藍鱷進化條件：Level 18,159藍鱷→160大力鱷進化條件：Level 30,---,25kg / 55.1lbs,水,
105.0,100.0,85.0,79.0,83.0,78.0,大力鱷,160.0,70,強行,5120.0,水,♂ 7 : ♀ 1,45.0,オーダイル,激流,,1059860.0,Feraligatr,怪獸類 / 水中類1,"2.3m / 7'07""",158小鋸鱷→159藍鱷進化條件：Level 18,159藍鱷→160大力鱷進化條件：Level 30,---,88.8kg / 195.8lbs,水,
46.0,34.0,35.0,35.0,45.0,20.0,尾立,161.0,70,察覺,3840.0,普,♂ 1 : ♀ 1,255.0,オタチ,逃跑,銳利目光,1000000.0,Sentret,陸上類,"0.8m / 2'07""",161尾立→162大尾立進化條件：Level 15,,---,6kg / 13.2lbs,普,
76.0,64.0,85.0,45.0,55.0,90.0,大尾立,162.0,70,察覺,3840.0,普,♂ 1 : ♀ 1,90.0,オオタチ,逃跑,銳利目光,1000000.0,Furret,陸上類,"1.8m / 5'11""",161尾立→162大尾立進化條件：Level 15,,---,32.5kg / 71.6lbs,普,
30.0,30.0,60.0,36.0,56.0,50.0,咕咕,163.0,70,有色眼鏡,3840.0,普 / 飛,♂ 1 : ♀ 1,255.0,ホーホー,不眠,銳利目光,1000000.0,Hoothoot,飛行類,"0.7m / 2'04""",163咕咕→164貓頭夜鷹進化條件：Level 20,,---,21.2kg / 46.7lbs,普 , 飛
50.0,50.0,100.0,86.0,96.0,70.0,貓頭夜鷹,164.0,70,有色眼鏡,3840.0,普 / 飛,♂ 1 : ♀ 1,90.0,ヨルノズク,不眠,銳利目光,1000000.0,Noctowl,飛行類,"1.6m / 5'03""",163咕咕→164貓頭夜鷹進化條件：Level 20,,---,40.8kg / 89.9lbs,普 , 飛
20.0,30.0,40.0,40.0,80.0,55.0,芭瓢蟲,165.0,70,膽怯,3840.0,蟲 / 飛,♂ 1 : ♀ 1,255.0,レディバ,早起,蟲之預感,800000.0,Ledyba,昆蟲類,"1m / 3'03""",165芭瓢蟲→166安瓢蟲進化條件：Level 18,,20,10.8kg / 23.8lbs,蟲 , 飛
35.0,50.0,55.0,55.0,110.0,85.0,安瓢蟲,166.0,70,鐵拳,3840.0,蟲 / 飛,♂ 1 : ♀ 1,90.0,レディアン,早起,蟲之預感,800000.0,Ledian,昆蟲類,"1.4m / 4'07""",165芭瓢蟲→166安瓢蟲進化條件：Level 18,,21,35.6kg / 78.5lbs,蟲 , 飛
